Date,Ticker,monthly_volume,monthly_volume_avg,monthly_volume_hi,monthly_volume_lo
2025-07-01,SLV,511.5,882.2,1659.1,105.3
2025-08-01,SLV,314.5,882.2,1659.1,105.3
2025-09-01,SLV,617.5,882.2,1659.1,105.3
2025-10-01,SLV,1115.7,882.2,1659.1,105.3
2025-11-01,SLV,499.6,882.2,1659.1,105.3
2025-12-01,SLV,1458.1,882.2,1659.1,105.3
2026-01-01,SLV,3287.4,882.2,1659.1,105.3
2026-02-01,SLV,1818.5,882.2,1659.1,105.3
2026-03-01,SLV,1104.6,882.2,1659.1,105.3
2026-04-01,SLV,517.1,882.2,1659.1,105.3
2026-05-01,SLV,471.0,882.2,1659.1,105.3
2026-06-01,SLV,486.5,882.2,1659.1,105.3
2026-07-01,SLV,323.6,882.2,1659.1,105.3
2026-08-01,SLV,363.4,882.2,1659.1,105.3
2026-09-01,SLV,171.2,882.2,1659.1,105.3
2025-07-01,SM,43.6,81.9,118.9,44.9
2025-08-01,SM,40.7,81.9,118.9,44.9
2025-09-01,SM,43.2,81.9,118.9,44.9
2025-10-01,SM,60.1,81.9,118.9,44.9
2025-11-01,SM,70.5,81.9,118.9,44.9
2025-12-01,SM,58.3,81.9,118.9,44.9
2026-01-01,SM,111.4,81.9,118.9,44.9
2026-02-01,SM,167.0,81.9,118.9,44.9
2026-03-01,SM,151.7,81.9,118.9,44.9
2026-04-01,SM,103.3,81.9,118.9,44.9
2026-05-01,SM,85.3,81.9,118.9,44.9
2026-06-01,SM,82.7,81.9,118.9,44.9
2026-07-01,SM,78.3,81.9,118.9,44.9
2026-08-01,SM,84.6,81.9,118.9,44.9
2026-09-01,SM,41.1,81.9,118.9,44.9
2025-07-01,SMCI,821.9,795.6,1081.0,510.1
2025-08-01,SMCI,704.9,795.6,1081.0,510.1
2025-09-01,SMCI,569.2,795.6,1081.0,510.1
2025-10-01,SMCI,727.2,795.6,1081.0,510.1
2025-11-01,SMCI,574.1,795.6,1081.0,510.1
2025-12-01,SMCI,451.6,795.6,1081.0,510.1
2026-01-01,SMCI,643.3,795.6,1081.0,510.1
2026-02-01,SMCI,656.3,795.6,1081.0,510.1
2026-03-01,SMCI,991.9,795.6,1081.0,510.1
2026-04-01,SMCI,628.2,795.6,1081.0,510.1
2026-05-01,SMCI,911.4,795.6,1081.0,510.1
2026-06-01,SMCI,1569.9,795.6,1081.0,510.1
2026-07-01,SMCI,962.1,795.6,1081.0,510.1
2026-08-01,SMCI,1123.9,795.6,1081.0,510.1
2026-09-01,SMCI,393.1,795.6,1081.0,510.1
